TeamId,TeamName,SubmissionDate,Score
142559,"Witt Harlin","2015-01-31 19:52:46",0.62679
142559,"Witt Harlin","2015-01-31 20:22:37",0.76555
142559,"Witt Harlin","2015-01-31 20:41:09",0.77990
142559,"Witt Harlin","2015-01-31 21:49:49",0.78468
142728,"Inigo Sanchez","2015-02-01 11:29:22",0.76555
142728,"Inigo Sanchez","2015-02-01 12:24:01",0.77990
161495,"Francis Corrigan","2015-03-31 09:18:14",0.62679
161495,"Francis Corrigan","2015-03-31 09:27:44",0.76555
161495,"Francis Corrigan","2015-04-02 08:57:39",0.78468
161495,"Francis Corrigan","2015-04-02 10:13:49",0.79425
161495,"Francis Corrigan","2015-04-03 02:17:49",0.79904
162661,"Damien Rogers","2015-04-03 11:00:01",0.62200
162661,"Damien Rogers","2015-04-03 11:13:59",0.76555
179221,tyrionL,"2015-05-07 12:17:25",0.62679
179221,tyrionL,"2015-05-07 12:26:18",0.76555
179221,tyrionL,"2015-05-07 12:51:57",0.77990
179221,tyrionL,"2015-05-07 13:19:03",0.78468
179221,tyrionL,"2015-05-08 07:07:01",0.79425
179221,tyrionL,"2015-05-08 09:50:44",0.80861
184726,"Dimos Kapetis","2015-05-25 12:31:21",0.76076
185622,nick11,"2015-05-28 10:46:18",0.62679
185622,nick11,"2015-05-28 10:56:46",0.76555
186024,"Pavel Paramonov","2015-05-29 14:30:58",0.76555
186024,"Pavel Paramonov","2015-06-04 13:04:59",0.77990
193401,xw.c,"2015-06-28 18:48:14",0.76555
196262,"FSBDS Johnny","2015-07-05 18:58:32",0.72248
196270,"Mathematical Seer","2015-07-05 19:37:10",0.80382
196270,"Mathematical Seer","2015-07-06 10:08:09",0.81339
196262,"FSBDS Johnny","2015-07-12 10:47:52",0.76555
196270,"Mathematical Seer","2015-07-16 14:02:43",0.81818
196262,"FSBDS Johnny","2015-07-21 12:45:05",0.79425
202761,"Vlod Sofinskyy","2015-07-24 09:59:54",0.77990
196262,"FSBDS Johnny","2015-07-28 15:24:35",0.80382
205016,"Luis Gustavo","2015-07-31 14:08:12",0.75119
206189,"Ben Carr","2015-08-04 16:41:13",0.62679
206189,"Ben Carr","2015-08-04 17:13:35",0.77990
206189,"Ben Carr","2015-08-04 17:31:56",0.78468
206189,"Ben Carr","2015-08-04 18:23:47",0.79425
206189,"Ben Carr","2015-08-04 20:53:23",0.81339
184726,"Dimos Kapetis","2015-08-31 15:16:36",0.81818
207878,A&A,"2015-09-26 20:30:54",0.00000
207878,A&A,"2015-09-26 20:35:47",0.77990
222923,mica14,"2015-10-05 13:53:29",0.78468
222923,mica14,"2015-10-06 14:40:16",0.80382
205016,"Luis Gustavo","2015-10-06 23:37:39",0.76076
205016,"Luis Gustavo","2015-10-07 00:35:07",0.78468
205016,"Luis Gustavo","2015-10-07 01:12:18",0.79904
222923,mica14,"2015-10-11 18:44:37",0.81339
196270,"Mathematical Seer","2015-10-14 07:46:52",0.82296
233199,nozzzforme,"2015-10-31 19:47:56",0.76555
233199,nozzzforme,"2015-10-31 23:17:38",0.77990
235909,"Bojan Tunguz","2015-11-07 16:54:08",0.76555
235909,"Bojan Tunguz","2015-11-07 17:03:39",0.77033
233199,nozzzforme,"2015-11-21 15:50:21",0.79425
256072,hardfish82,"2015-12-20 15:31:17",0.75119
256072,hardfish82,"2015-12-20 15:39:32",0.76555
256072,hardfish82,"2015-12-20 16:16:41",0.79425
258412,a12patel,"2015-12-27 23:10:32",0.76555
256072,hardfish82,"2015-12-30 10:23:56",0.79904
256072,hardfish82,"2015-12-30 10:41:48",0.80382
205016,"Luis Gustavo","2016-01-05 19:16:04",0.81339
262471,"Andrew Kane","2016-01-11 00:31:17",0.81339
5203237,"Team ;)","2016-01-12 09:50:56",0.80382
264484,"Lars Roholm","2016-01-17 19:43:52",0.75119
264484,"Lars Roholm","2016-01-17 20:00:00",0.75598
264484,"Lars Roholm","2016-01-17 21:24:22",0.76555
258412,a12patel,"2016-01-18 01:39:34",0.78468
264484,"Lars Roholm","2016-01-18 19:25:49",0.78468
264484,"Lars Roholm","2016-01-18 19:35:02",0.78947
51885,"Garret Vo","2016-01-26 03:10:10",0.75119
267630,adeel,"2016-01-26 12:30:37",0.78468
267630,adeel,"2016-01-26 13:09:36",0.80382
271429,Cristinuca,"2016-02-05 13:29:10",0.76555
268021,Hiroking,"2016-02-10 12:55:35",0.76555
268021,Hiroking,"2016-02-10 13:47:29",0.77990
268021,Hiroking,"2016-02-11 13:35:41",0.78468
275974,"Werk it","2016-02-14 17:37:21",0.80382
268021,Hiroking,"2016-02-16 13:41:54",0.78947
256072,hardfish82,"2016-02-17 08:02:37",0.80861
275974,"Werk it","2016-02-18 04:12:38",0.80861
268021,Hiroking,"2016-02-22 13:24:24",0.80382
268021,Hiroking,"2016-02-22 13:43:47",0.80861
282944,rise3812,"2016-02-28 03:03:37",0.76555
282944,rise3812,"2016-02-28 05:27:28",0.78468
282944,rise3812,"2016-02-28 10:00:03",0.80382
283287,"Ian Mark ","2016-02-28 12:37:09",0.62679
283287,"Ian Mark ","2016-02-28 12:50:45",0.76555
283287,"Ian Mark ","2016-02-28 13:31:17",0.77990
283287,"Ian Mark ","2016-02-28 14:26:28",0.78468
283795,Edge,"2016-02-29 14:47:32",0.62679
283795,Edge,"2016-02-29 15:16:37",0.76555
283795,Edge,"2016-02-29 15:43:20",0.77990
283795,Edge,"2016-03-01 04:05:31",0.78468
283795,Edge,"2016-03-01 10:00:03",0.79425
283795,Edge,"2016-03-01 12:25:14",0.80861
283795,Edge,"2016-03-01 12:41:29",0.81339
286118,rcosta_fsbds,"2016-03-04 04:47:44",0.77990
286118,rcosta_fsbds,"2016-03-05 07:43:46",0.79904
289032,LeonardoGarma,"2016-03-09 11:54:40",0.72727
289032,LeonardoGarma,"2016-03-09 13:34:02",0.76076
4981243,DSW-07,"2016-03-19 16:58:25",0.62679
4981243,DSW-07,"2016-03-19 17:11:30",0.76555
295179,Laevatein,"2016-03-21 14:25:58",0.75598
196270,"Mathematical Seer","2016-03-23 12:12:54",0.88516
303333,bobby48,"2016-04-06 22:40:20",0.76555
324290,NewtBeaut,"2016-05-13 17:01:44",0.76555
324290,NewtBeaut,"2016-05-13 18:17:03",0.77990
324627,"chan 2","2016-05-14 13:31:16",0.62679
324627,"chan 2","2016-05-14 14:48:45",0.76555
324627,"chan 2","2016-05-14 14:51:41",0.77990
324290,NewtBeaut,"2016-05-16 19:12:59",0.79425
328294,vinodmohan,"2016-05-23 15:36:25",0.62679
328294,vinodmohan,"2016-05-29 14:15:23",0.76555
332039,Zer0,"2016-05-29 20:27:12",0.62679
332039,Zer0,"2016-05-29 23:42:06",0.76555
333413,WsHu,"2016-06-01 09:37:42",0.69377
96956,"Collin O'Brien","2016-06-05 04:02:40",0.76555
335261,SergioCalderónPérez-Lozao,"2016-06-05 11:13:06",0.56937
335261,SergioCalderónPérez-Lozao,"2016-06-05 11:28:25",0.69377
336119,Titanic_Predictions,"2016-06-07 08:57:27",0.77990
339402,Alys,"2016-06-13 10:09:21",0.72248
341037,JosepeFrancoGerent,"2016-06-16 18:55:31",0.78468
341037,JosepeFrancoGerent,"2016-06-16 19:21:55",0.80382
345266,NitiWattanasirichaigoon,"2016-06-29 09:13:32",0.67942
352440,AnandRamanathan,"2016-07-23 14:54:27",0.76555
352440,AnandRamanathan,"2016-07-23 15:27:12",0.77990
352440,AnandRamanathan,"2016-07-23 17:40:52",0.79425
352572,GregoryHao,"2016-07-24 07:37:47",0.76555
352572,GregoryHao,"2016-07-24 08:00:55",0.77990
355304,ahmedf,"2016-07-29 21:39:07",0.75598
355304,ahmedf,"2016-07-29 21:58:23",0.76076
355304,ahmedf,"2016-07-29 22:13:05",0.76555
355304,ahmedf,"2016-07-30 00:53:16",0.77990
162661,"Damien Rogers","2016-07-31 10:43:22",0.79425
356311,Avnish,"2016-08-02 08:34:25",0.76555
356311,Avnish,"2016-08-02 08:42:31",0.77990
142728,"Inigo Sanchez","2016-08-06 14:44:36",0.78468
359992,MohitGarg,"2016-08-13 11:36:39",0.62679
360620,[NicoleChen]_1082DS@NCCU,"2016-08-16 10:51:13",0.76555
361132,LucasVinze,"2016-08-17 20:48:03",0.73684
142728,"Inigo Sanchez","2016-08-23 17:31:18",0.81339
95835,yamada,"2016-08-25 16:17:44",0.77990
364776,AbhishekPalit,"2016-08-29 11:10:32",0.76076
95835,yamada,"2016-08-29 15:45:25",0.78947
365061,lastrei,"2016-08-30 04:34:17",0.74641
365061,lastrei,"2016-08-30 06:28:38",0.77033
365061,lastrei,"2016-09-01 04:57:50",0.78468
365061,lastrei,"2016-09-01 06:08:43",0.81339
367086,"Abhishek Nagaraja","2016-09-04 00:38:40",0.76555
367086,"Abhishek Nagaraja","2016-09-04 00:40:27",0.77990
240784,HiroyukiSHINODA,"2016-09-07 15:28:02",0.76555
370242,TobiasLeong,"2016-09-12 05:46:53",0.62679
240784,HiroyukiSHINODA,"2016-09-23 01:59:20",0.78947
240784,HiroyukiSHINODA,"2016-09-23 11:41:37",0.79904
95835,yamada,"2016-09-25 14:21:07",0.80382
115014,RReader,"2016-10-01 16:52:54",0.77990
381886,Jj_,"2016-10-08 19:21:32",0.76555
381886,Jj_,"2016-10-09 08:52:29",0.77990
383414,"Rahul Aranha","2016-10-10 20:26:30",0.77990
240784,HiroyukiSHINODA,"2016-10-15 02:44:12",0.80861
352440,AnandRamanathan,"2016-10-20 07:05:57",0.80382
398215,LalithNimmagadda,"2016-11-03 18:43:09",0.76555
367086,"Abhishek Nagaraja","2016-11-03 23:07:15",0.78468
367086,"Abhishek Nagaraja","2016-11-04 00:45:28",0.79904
367086,"Abhishek Nagaraja","2016-11-04 01:00:44",0.81818
399349,Razor12,"2016-11-04 16:52:51",0.78468
115014,RReader,"2016-11-08 04:09:28",0.78468
403765,Rashid,"2016-11-10 22:23:33",0.76555
61919,miguelmalvarez,"2016-11-19 17:07:06",0.79425
411943,"Ze Jin","2016-11-20 15:24:15",0.76555
115014,RReader,"2016-11-24 00:08:12",0.78947
415778,ewertonsilva,"2016-11-26 19:03:08",0.63636
61919,miguelmalvarez,"2016-12-06 08:18:25",0.81339
415778,ewertonsilva,"2016-12-07 12:55:58",0.77511
429844,jbunker,"2016-12-11 21:17:57",0.76555
429844,jbunker,"2016-12-11 21:36:43",0.78468
429844,jbunker,"2016-12-11 22:55:48",0.80382
70836,"Team Aranka","2016-12-12 10:24:56",0.74162
432186,qibai,"2016-12-14 22:28:29",0.60287
432356,ForeverAlonne,"2016-12-15 05:09:45",0.78468
432356,ForeverAlonne,"2016-12-15 06:51:43",0.78947
432356,ForeverAlonne,"2016-12-15 16:56:44",0.80382
436209,"Nacho Benito","2016-12-21 13:41:42",0.71291
442061,Pramanik,"2017-01-03 04:44:53",0.74641
442061,Pramanik,"2017-01-04 05:30:37",0.75119
443546,guiferviz,"2017-01-05 19:43:35",0.62679
443546,guiferviz,"2017-01-09 07:28:20",0.76555
443546,guiferviz,"2017-01-09 07:56:57",0.77990
443546,guiferviz,"2017-01-09 09:20:42",0.78468
443546,guiferviz,"2017-01-09 12:45:00",0.79425
442941,EvinKeane,"2017-01-16 18:29:19",0.64593
442941,EvinKeane,"2017-01-17 14:58:19",0.78468
112796,"Pablo 2","2017-01-18 20:00:37",0.82775
112796,"Pablo 2","2017-01-18 20:11:59",0.96650
452282,taja,"2017-01-19 12:47:02",0.78468
453248,nwupkc,"2017-01-21 03:22:53",0.76555
457944,Gardeners,"2017-01-28 12:02:41",0.56937
457944,Gardeners,"2017-01-28 12:40:19",0.75598
458269,"MarkEvans 2","2017-01-29 03:08:35",0.76076
453248,nwupkc,"2017-01-31 04:18:08",0.78468
458269,"MarkEvans 2","2017-01-31 20:24:03",0.77990
477740,Rihito.H,"2017-02-10 11:56:24",0.79425
478800,JgLgRige,"2017-02-11 03:30:11",0.61244
453248,nwupkc,"2017-02-25 03:31:15",0.81339
509845,YousufMotiwala,"2017-02-28 16:47:48",0.75598
61919,miguelmalvarez,"2017-03-04 19:47:22",0.82296
526232,qiubit,"2017-03-08 13:31:48",0.74641
534769,"Krasi Pask","2017-03-12 06:06:21",0.76555
534769,"Krasi Pask","2017-03-12 11:44:55",0.77990
534769,"Krasi Pask","2017-03-13 21:46:05",0.78947
369356,"Alveiro Garcia","2017-03-14 00:17:01",0.75119
526232,qiubit,"2017-03-15 12:57:06",0.75598
546054,厚片吐司,"2017-03-16 18:17:35",0.77033
534991,caijj,"2017-03-18 15:03:47",0.76555
546054,厚片吐司,"2017-03-19 17:14:40",0.77990
549425,Olli,"2017-03-21 19:15:49",0.76555
561700,SweeneyLin,"2017-03-22 15:57:10",0.78947
482348,lizzzi1,"2017-03-23 10:56:36",0.00000
526232,qiubit,"2017-03-23 15:59:48",0.78468
570337,DanielGonzalez,"2017-03-26 14:19:32",0.65071
549425,Olli,"2017-03-26 14:27:42",0.77033
574011,timschutzyang,"2017-03-28 01:53:01",0.76076
581140,Jeremyj,"2017-03-31 16:33:40",0.65550
581140,Jeremyj,"2017-04-02 13:02:33",0.66028
581140,Jeremyj,"2017-04-07 10:43:19",0.78947
482348,lizzzi1,"2017-04-11 22:31:55",0.79425
607338,BhavyaJain,"2017-04-12 16:51:27",0.74162
436209,"Nacho Benito","2017-04-18 23:15:28",0.77511
617268,"Yuta Yamaguchi","2017-04-20 04:26:13",0.73205
617268,"Yuta Yamaguchi","2017-04-20 04:31:52",0.78468
558583,OliviaHerself,"2017-04-20 15:57:40",0.75598
620867,impulsecorp,"2017-04-23 21:10:31",0.77511
558583,OliviaHerself,"2017-04-24 16:38:58",0.76076
630153,zhuhewen,"2017-04-25 05:18:26",0.76555
611375,"Nicholas Brooks","2017-04-29 09:34:26",0.76555
643086,"Stefano Brunelli","2017-04-30 00:42:30",0.62679
630759,"Guillaume Moisan","2017-05-01 13:10:00",0.76076
630759,"Guillaume Moisan","2017-05-01 14:14:53",0.76555
649232,"Jordhy Fernando","2017-05-03 04:20:01",0.76555
649232,"Jordhy Fernando","2017-05-03 04:35:56",0.77990
630759,"Guillaume Moisan","2017-05-03 21:22:06",0.77990
630759,"Guillaume Moisan","2017-05-04 06:17:11",0.79425
650327,kohei-mu,"2017-05-04 08:52:33",0.62200
630759,"Guillaume Moisan","2017-05-04 21:22:52",0.79904
630759,"Guillaume Moisan","2017-05-05 20:55:27",0.80382
611375,"Nicholas Brooks","2017-05-08 08:14:49",0.77033
659205,Radema,"2017-05-08 16:58:29",0.78947
660156,Curt,"2017-05-09 05:04:43",0.56937
660156,Curt,"2017-05-09 05:12:32",0.69377
660971,kanchansarkar,"2017-05-09 14:14:45",0.76555
662934,"Bayo Adekanmbi","2017-05-10 14:40:03",0.81339
663358,"Shayne Kang JP","2017-05-10 19:10:10",0.78468
663358,"Shayne Kang JP","2017-05-10 19:23:12",0.78947
611375,"Nicholas Brooks","2017-05-11 13:19:02",0.78947
663358,"Shayne Kang JP","2017-05-12 05:46:35",0.79425
663358,"Shayne Kang JP","2017-05-12 07:14:19",0.79904
662934,"Bayo Adekanmbi","2017-05-14 12:33:29",0.91866
662934,"Bayo Adekanmbi","2017-05-14 12:42:03",0.92344
663358,"Shayne Kang JP","2017-05-16 12:18:16",0.80861
574011,timschutzyang,"2017-05-23 22:53:19",0.77033
672177,"Sreeni Jilla","2017-05-25 04:20:06",0.76555
672177,"Sreeni Jilla","2017-05-25 07:45:38",0.77990
660156,Curt,"2017-05-25 21:26:16",0.75598
558583,OliviaHerself,"2017-05-30 08:46:18",0.77990
701135,Himadri,"2017-05-31 02:42:18",0.77033
733214,SushanGagneja,"2017-06-13 10:57:07",0.76555
95835,yamada,"2017-06-14 15:35:45",0.80861
741973,"Sanjit Singh Chouhan","2017-06-18 14:53:52",0.70813
741973,"Sanjit Singh Chouhan","2017-06-18 14:59:30",0.74641
741973,"Sanjit Singh Chouhan","2017-06-18 15:49:59",0.77033
741973,"Sanjit Singh Chouhan","2017-06-18 15:53:34",0.77511
741973,"Sanjit Singh Chouhan","2017-06-19 05:54:41",0.77990
739145,"RAMA 4","2017-06-20 11:12:30",0.76555
745494,ClassicResult,"2017-06-20 16:05:40",0.62679
745494,ClassicResult,"2017-06-20 16:18:30",0.76555
751777,GPoint,"2017-06-24 08:40:35",0.74641
725147,"Rafal Plis","2017-06-24 10:12:24",0.58851
725147,"Rafal Plis","2017-06-24 19:09:54",0.62679
725147,"Rafal Plis","2017-06-24 21:20:12",0.75598
725147,"Rafal Plis","2017-06-25 15:25:38",0.76555
725147,"Rafal Plis","2017-06-25 15:35:19",0.77511
745494,ClassicResult,"2017-06-26 14:27:50",0.77990
745494,ClassicResult,"2017-06-26 14:36:20",0.78468
630153,zhuhewen,"2017-06-28 05:01:15",0.77033
630153,zhuhewen,"2017-06-28 05:06:00",0.78468
630153,zhuhewen,"2017-06-28 05:15:57",0.78947
725147,"Rafal Plis","2017-06-28 09:35:57",0.78468
725147,"Rafal Plis","2017-06-28 10:38:42",0.78947
749122,ApurvaChowksey,"2017-06-29 07:27:38",0.62679
749122,ApurvaChowksey,"2017-06-29 09:22:07",0.76555
725147,"Rafal Plis","2017-06-30 09:55:59",0.80861
753354,"Takumi 3","2017-06-30 09:56:45",0.70334
749122,ApurvaChowksey,"2017-06-30 13:04:11",0.79904
766282,Jenya,"2017-07-02 15:30:17",0.73684
766282,Jenya,"2017-07-02 15:32:57",0.76076
766282,Jenya,"2017-07-02 15:35:50",0.76555
766282,Jenya,"2017-07-02 15:37:45",0.77990
672177,"Sreeni Jilla","2017-07-05 12:29:47",0.78468
753354,"Takumi 3","2017-07-07 02:49:13",0.74641
753354,"Takumi 3","2017-07-07 03:44:57",0.77033
753354,"Takumi 3","2017-07-11 08:07:04",0.78468
785104,"Yogesh Kumar Purohit","2017-07-12 20:29:09",0.75598
788975,"Sagarnil Das","2017-07-14 22:13:51",0.79425
800229,"Ramkrishan Sahu","2017-07-20 13:39:37",0.75598
794899,Noufal,"2017-07-20 13:42:01",0.75598
794899,Noufal,"2017-07-20 13:44:33",0.76076
794899,Noufal,"2017-07-20 13:47:39",0.78468
805312,Napat.B,"2017-07-22 07:02:11",0.71291
800229,"Ramkrishan Sahu","2017-07-24 20:14:33",0.77033
811752,"Disha 3","2017-07-25 06:41:11",0.48325
814307,"Decanter AI","2017-07-26 09:33:05",0.46889
807851,"East wind","2017-07-26 10:44:12",0.76076
807851,"East wind","2017-07-26 13:14:03",0.76555
794899,Noufal,"2017-07-27 04:55:49",0.78947
822252,scatteredflo,"2017-07-29 09:01:59",0.78947
781157,"Justin Coleman ","2017-07-29 17:16:50",0.80382
814307,"Decanter AI","2017-07-30 15:34:52",0.68421
814307,"Decanter AI","2017-07-30 15:36:16",0.72727
814307,"Decanter AI","2017-07-30 15:37:58",0.74162
814307,"Decanter AI","2017-07-30 15:39:35",0.78947
814307,"Decanter AI","2017-07-30 18:48:57",0.79425
814307,"Decanter AI","2017-07-31 00:01:51",0.80382
814307,"Decanter AI","2017-07-31 01:25:15",0.81339
814307,"Decanter AI","2017-07-31 01:34:09",0.81818
794899,Noufal,"2017-08-02 05:07:50",0.79425
381886,Jj_,"2017-08-06 10:04:46",0.78468
711172,kitada,"2017-08-07 06:05:22",0.60765
711172,kitada,"2017-08-07 07:41:30",0.61244
840669,"Boris Kalinin","2017-08-10 10:11:46",0.74162
781157,"Justin Coleman ","2017-08-12 18:58:22",0.80861
840669,"Boris Kalinin","2017-08-14 11:10:58",0.79904
857126,"Joanna Kois","2017-08-16 07:30:59",0.78468
857126,"Joanna Kois","2017-08-16 08:54:40",0.79425
862645,shaynekang,"2017-08-19 05:28:05",0.75598
814561,happyandbetter,"2017-08-19 07:42:09",0.00000
862645,shaynekang,"2017-08-19 08:34:03",0.76555
862645,shaynekang,"2017-08-19 11:46:32",0.78468
862645,shaynekang,"2017-08-19 11:53:26",0.78947
863651,"Jardel Santos","2017-08-19 17:27:13",0.70813
863651,"Jardel Santos","2017-08-19 17:32:54",0.71291
863651,"Jardel Santos","2017-08-19 18:16:22",0.73684
863651,"Jardel Santos","2017-08-19 22:31:02",0.74641
863651,"Jardel Santos","2017-08-20 04:17:15",0.75119
863004,"Noriaki Hiraki","2017-08-20 08:12:12",0.74162
864537,kjcha7,"2017-08-20 08:28:06",0.62679
864537,kjcha7,"2017-08-20 08:45:27",0.76555
863651,"Jardel Santos","2017-08-20 20:53:02",0.76555
863651,"Jardel Santos","2017-08-20 20:57:07",0.78468
863651,"Jardel Santos","2017-08-20 20:58:19",0.78947
868651,princeDo,"2017-08-22 11:44:11",0.76555
868090,MyeongJinLim,"2017-08-22 11:45:32",0.76555
868656,parkbk,"2017-08-22 11:46:16",0.76555
868690,Mihee,"2017-08-22 11:47:17",0.76555
868690,Mihee,"2017-08-22 12:16:58",0.77033
868690,Mihee,"2017-08-22 12:32:59",0.77511
812828,"Luca Basanisi","2017-08-22 15:18:58",0.76555
725147,"Rafal Plis","2017-08-25 14:52:43",0.81818
864537,kjcha7,"2017-08-27 11:30:54",0.78468
864537,kjcha7,"2017-08-27 11:38:31",0.78947
877806,knyl2013,"2017-08-27 14:00:38",0.00000
877806,knyl2013,"2017-08-27 14:30:14",0.66028
877806,knyl2013,"2017-08-28 07:26:23",0.72248
877806,knyl2013,"2017-08-28 08:59:24",0.74641
858493,"Alex Thomas","2017-08-28 23:51:20",0.77511
813236,rbiolchini,"2017-08-29 05:21:55",0.56937
813236,rbiolchini,"2017-08-29 05:32:37",0.69377
813236,rbiolchini,"2017-08-29 05:38:57",0.75598
574011,timschutzyang,"2017-08-29 22:26:36",0.77511
574011,timschutzyang,"2017-08-31 02:51:46",0.78468
886901,p1ey,"2017-09-01 03:34:35",0.76076
574011,timschutzyang,"2017-09-02 03:30:55",0.78947
886901,p1ey,"2017-09-03 15:29:00",0.77033
4188166,pd.tiramisu,"2017-09-03 18:06:51",0.76555
574011,timschutzyang,"2017-09-04 00:29:32",0.79904
901791,"Han Jing","2017-09-09 00:57:20",0.77033
903586,HungDo,"2017-09-09 18:56:46",0.76555
570337,DanielGonzalez,"2017-09-09 19:12:20",0.75598
570337,DanielGonzalez,"2017-09-09 20:53:02",0.78947
903586,HungDo,"2017-09-09 21:50:50",0.79904
862645,shaynekang,"2017-09-10 05:59:32",0.79425
908466,gga01,"2017-09-12 05:28:38",0.76555
908720,"Suneha Nigam","2017-09-12 06:54:09",0.56937
904701,rick01,"2017-09-12 11:20:54",0.77511
904701,rick01,"2017-09-12 15:02:18",0.77990
908720,"Suneha Nigam","2017-09-13 05:40:10",0.69377
908720,"Suneha Nigam","2017-09-13 06:13:11",0.75598
914506,navneets,"2017-09-14 18:14:16",0.62679
339402,Alys,"2017-09-21 19:30:34",0.74162
339402,Alys,"2017-09-22 12:59:30",0.78468
339402,Alys,"2017-09-22 14:58:27",0.78947
940248,"Atsushi Isobe","2017-09-25 05:21:40",0.76555
940248,"Atsushi Isobe","2017-09-26 23:53:55",0.77990
905584,JayQuinn,"2017-09-28 14:35:14",0.37320
905584,JayQuinn,"2017-09-28 14:39:34",0.62679
952654,joxemi,"2017-09-30 15:30:50",0.77033
952654,joxemi,"2017-10-01 10:21:48",0.77511
952654,joxemi,"2017-10-03 08:14:45",0.77990
974472,"Flying Panda","2017-10-06 08:33:06",0.77990
952654,joxemi,"2017-10-07 07:33:39",0.78468
981544,"Faruk Omer","2017-10-08 12:37:00",0.77033
981544,"Faruk Omer","2017-10-08 13:27:53",0.77990
981544,"Faruk Omer","2017-10-10 20:36:29",0.78947
981544,"Faruk Omer","2017-10-10 21:17:11",0.79425
915582,acsilveira+cymbaum,"2017-10-10 22:27:58",0.78947
908466,gga01,"2017-10-11 06:55:22",0.78947
915582,acsilveira+cymbaum,"2017-10-13 02:06:36",0.80382
814307,"Decanter AI","2017-10-15 15:04:33",0.84688
1000367,iavendan2,"2017-10-16 19:04:12",0.58373
1000367,iavendan2,"2017-10-16 23:16:23",0.76555
339402,Alys,"2017-10-17 10:53:27",0.79425
1000367,iavendan2,"2017-10-17 16:22:27",0.78947
